item_id,item_name,item_description,delivery_price,instore_price,tax_rate,allergens,calories,hfss,max_quantity,age_restricted,plu,barcodes,ian,classifications,replacement_eligible,substitution_eligible,internal_name,dietary_information,returnable,irish_drs_deposit_fee,irish_drs_items_per_pack
b8ff2251-623f-469f-a15e-19e7f48ea10a,Faustino VII Blanco,Arp.,12.95,,0,,,false,,false,,,,,true,true,Faustino VII Blanco,,,,
a1e8adce-1b76-4231-954b-a084b9bfd417,Faustino VII Tempranillo,Arp.,12.95,,0,,,false,,false,,,,,true,true,Faustino VII Tempranillo,,,,
e20a21d6-08ef-4fb4-bc66-91a2dde03f93,Faustino | Gran Reserva 2015,Arp.,32.5,,0,,,false,,false,,,,,true,true,Faustino | Gran Reserva 2015,,,,
bdf271e5-0549-4c5c-b52f-685150ed5590,Figo Italian Pilsner,Arp.,4,,0,,,false,,true,,,,,true,true,Figo Italian Pilsner,,,,
29ac94fb-506f-4ab3-832d-e1ed21cd07e1,Fin Del Mundo Malbec 2022,Arp.,22.5,,0,,,false,,false,,,,,true,true,Fin Del Mundo Malbec 2022,,,,
868f796b-1a55-45a5-8c10-9ce2999d2a0e,Five Farms Single Batch Irish Cream Liqueur,Arp.,37.95,,0,,,false,,true,,,,,true,true,Five Farms Single Batch Irish Cream Liqueur,,,,
9c6cb95c-cf63-4e94-8238-000662480a6d,Frank Phélan Saint-estèphe 2018,Arp.,49.5,,0,,,false,,false,,,,,true,true,Frank Phélan Saint-estèphe 2018,,,,
f58fc176-10d0-4beb-989e-72751538e5f0,Galway Bay Brewery Beer,Arp.,3.5,,0,,,false,,true,,,,,true,true,Galway Bay Brewery Beer,,,,
2a2f14de-0112-45b1-ab42-1ee912d5b039,German Helles Lager Variety Pack,Arp.,23.9,,0,,,false,,true,,,,,true,true,German Helles Lager Variety Pack,,,,
9ef19dc2-c23a-4c14-bd37-3fc5202a0dde,Geyerhof Stockwerk Grüner Veltliner,Arp.,25,,0,,,false,,false,,,,,true,true,Geyerhof Stockwerk Grüner Veltliner,,,,
0bf1cb6a-d0f8-4e53-9cd2-bb9b786cbd6f,Geyerhof Stockwerk Zweigelt,Arp.,24.99,,0,,,false,,false,,,,,true,true,Geyerhof Stockwerk Zweigelt,,,,
0202b874-82e5-4f39-8ed0-b8ceb33e5cb3,Giffard Crème De Cacao 1885,Arp.,31.5,,0,,,false,,true,,,,,true,true,Giffard Crème De Cacao 1885,,,,
9b4de585-7d37-4632-af23-6d813fc4371b,Giffard Limoncello,Arp.,35,,0,,,false,,true,,,,,true,true,Giffard Limoncello,,,,
c16dbe1b-42de-4b58-9222-b7b86bc16a70,Gin Mare Mediterranean Gin,Arp.,55,,0,,,false,,true,,,,,true,true,Gin Mare Mediterranean Gin,,,,
b71bd25d-cdf6-4af3-8d8a-1dc3a92dd65f,Glendalough Double Barrel Irish Whiskey,Arp.,66,,0,,,false,,true,,,,,true,true,Glendalough Double Barrel Irish Whiskey,,,,
98a6499e-300d-4738-892a-4f6fb43a50aa,Glendalough Porter Cask Single Malt Irish Whiskey,Arp.,89,,0,,,false,,true,,,,,true,true,Glendalough Porter Cask Single Malt Irish Whiskey,,,,
29a13a56-7e27-4664-8ef3-cdb22da061ea,Glendalough Pot Still Triple Casked Irish Whiskey,Arp.,66,,0,,,false,,true,,,,,true,true,Glendalough Pot Still Triple Casked Irish Whiskey,,,,
32a4f9ad-527e-41fc-ad98-c641aff55095,Glendalough Wild Botanical Irish Gin,Arp.,45,,0,,,false,,true,,,,,true,true,Glendalough Wild Botanical Irish Gin,,,,
326bfb8e-61ce-4fbc-a5da-208d1455f24e,Glenfiddich 12 Year Old Single Malt Scotch Whisky,Arp.,72,,0,,,false,,true,,,,,true,true,Glenfiddich 12 Year Old Single Malt Scotch Whisky,,,,
0b7bcea6-6921-4b97-9e93-78335224f70b,Glenfiddich 18-Year-old Single Malt,Arp.,139,,0,,,false,,true,,,,,true,true,Glenfiddich 18-Year-old Single Malt,,,,
f3323675-c348-4a52-a7f7-db4c938dccf6,Glenmorangie Quinta Ruban 14 Years,Arp.,77,,0,,,false,,true,,,,,true,true,Glenmorangie Quinta Ruban 14 Years,,,,
31292703-e577-4730-849c-88ce76d18763,Glenmorangie Signet,Arp.,285,,0,,,false,,true,,,,,true,true,Glenmorangie Signet,,,,
fae7ba3a-c988-40ac-bff9-5ffa0fe23497,Glenmorangie the Lasanta 12 Years,Arp.,72,,0,,,false,,true,,,,,true,true,Glenmorangie the Lasanta 12 Years,,,,
44ef31ff-e41c-4400-892c-5ceeed566c4d,Grand Veneur Côtes Du Rhône 2023,Arp.,18.99,,0,,,false,,false,,,,,true,true,Grand Veneur Côtes Du Rhône 2023,,,,
e710ee84-28b4-4989-82e7-429ea6c90e74,Green Spot 10 Year Old Single Pot Still Irish Whiskey,Arp.,89.95,,0,,,false,,true,,,,,true,true,Green Spot 10 Year Old Single Pot Still Irish Whiskey,,,,
208bda32-f7c9-42e9-8cba-c9bf1091e028,Green Spot Single Pot Still Irish Whiskey,Arp.,65,,0,,,false,,true,,,,,true,true,Green Spot Single Pot Still Irish Whiskey,,,,
40b7f33f-db13-4b76-8bc0-83b51b5f0f57,Grey Goose L'orange Vodka,Arp.,64,,0,,,false,,true,,,,,true,true,Grey Goose L'orange Vodka,,,,
26cf0da7-f3a2-478a-b7dd-189c34631be0,Grey Goose Vodka,Arp.,62,,0,,,false,,true,,,,,true,true,Grey Goose Vodka,,,,
e0b42820-e2f9-4cc3-8114-82b99405510e,Hans Baer Riesling Trocken,Arp.,16.95,,0,,,false,,false,,,,,true,true,Hans Baer Riesling Trocken,,,,
0412165b-c86f-47a6-a0cf-58b616e8bce0,Heaven's Door Tennessee Bourbon,Arp.,89,,0,,,false,,true,,,,,true,true,Heaven's Door Tennessee Bourbon,,,,
6e1a6321-e2a9-4940-b429-64fe7b2f5b06,Hendrick's Gin,Arp.,49,,0,,,false,,true,,,,,true,true,Hendrick's Gin,,,,
4227eb6c-5a24-454a-8981-7dd62873d6ef,Hennessy Very Special Cognac,Arp.,48,,0,,,false,,true,,,,,true,true,Hennessy Very Special Cognac,,,,
8adaec8e-4f8d-42bd-afa3-30e918808667,Herradura Tequila Reposado,Arp.,69,,0,,,false,,true,,,,,true,true,Herradura Tequila Reposado,,,,
4e2d9175-6f59-4934-a16f-91b89f861932,Hollows and Fentimans Ginger Beer,Arp.,5.95,,0,,,false,,true,,,,,true,true,Hollows and Fentimans Ginger Beer,,,,
e20b1bad-c5c7-4e6d-a9d3-34a789e0fbd2,I.stil Craft Irish Vodka 38,Arp.,39.5,,0,,,false,,true,,,,,true,true,I.stil Craft Irish Vodka 38,,,,
e11e0495-7e7c-4f36-9249-e45e44e70640,I.stil Pot Still Vanilla Vodka 38,Arp.,38.95,,0,,,false,,true,,,,,true,true,I.stil Pot Still Vanilla Vodka 38,,,,
bae2846b-f38d-4868-b4cf-16c3c62c49f8,Integral 3 Unfiltered,Arp.,19.95,,0,,,false,,false,,,,,true,true,Integral 3 Unfiltered,,,,
8781b8c9-7503-490a-aa75-dc4a2506b5f8,Jack Daniel's Gentleman Jack,Arp.,53.5,,0,,,false,,true,,,,,true,true,Jack Daniel's Gentleman Jack,,,,
0d57e6df-b2f5-4be1-850d-4a3ad4b37fbd,Jack Daniel's Old No. 7 Tennessee Whiskey,Arp.,38.95,,0,,,false,,true,,,,,true,true,Jack Daniel's Old No. 7 Tennessee Whiskey,,,,
4db0db5d-f268-45c7-b60a-691c0fa9d55b,Jack Daniel's Single Barrel Select Tennessee Whiskey,Arp.,69.5,,0,,,false,,true,,,,,true,true,Jack Daniel's Single Barrel Select Tennessee Whiskey,,,,
bb6e4a2f-a78b-4bd5-9142-11b4581106f6,Jackrabbit Ginger Beer,Arp.,4.75,,0,,,false,,true,,,,,true,true,Jackrabbit Ginger Beer,,,,
8a79cf8a-8f14-4af1-9516-9e904568b37b,Jameson Black Barrel Irish Whiskey,Arp.,58,,0,,,false,,true,,,,,true,true,Jameson Black Barrel Irish Whiskey,,,,
d097795b-bf6e-4b5c-a854-55b788bbe475,Jameson Crested Irish Whiskey,Arp.,45.95,,0,,,false,,true,,,,,true,true,Jameson Crested Irish Whiskey,,,,
d18b29f8-98ac-4048-bed0-85548002e7b1,Jameson Original Irish Whiskey,Arp.,31.95,,0,,,false,,true,,,,,true,true,Jameson Original Irish Whiskey,,,,
44259843-94dd-44d0-9fd2-79283cd99ddf,Jameson Triple Triple Irish Whiskey,Arp.,35,,0,,,false,,true,,,,,true,true,Jameson Triple Triple Irish Whiskey,,,,
def1981b-ce09-4434-803e-19e1207766d3,Jim Beam Kentucky Straight Bourbon Whiskey,Arp.,36,,0,,,false,,true,,,,,true,true,Jim Beam Kentucky Straight Bourbon Whiskey,,,,
a27be749-6f3e-4232-9a89-1c9ba59635a2,Johnnie Walker Blue Label,Arp.,285,,0,,,false,,true,,,,,true,true,Johnnie Walker Blue Label,,,,
cb3c2118-242c-4e9a-bd51-e5740aeefc87,Johnnie Walker Double Black Blended Scotch Whisky,Arp.,105,,0,,,false,,true,,,,,true,true,Johnnie Walker Double Black Blended Scotch Whisky,,,,
f7795aea-8bff-4fea-adfe-52028a7e7f61,Johnnie Walker Gold Label Reserve Blended Scotch,Arp.,95,,0,,,false,,true,,,,,true,true,Johnnie Walker Gold Label Reserve Blended Scotch,,,,
ba481dd6-5f0c-4d0a-9857-1a93c355185b,Johnnie Walker Red Label Blended Scotch Whisky,Arp.,34.95,,0,,,false,,true,,,,,true,true,Johnnie Walker Red Label Blended Scotch Whisky,,,,
9da65897-b9f3-4d76-a783-47b115d82c35,Jose Cuervo Especial Reposado Tequila,Arp.,39.95,,0,,,false,,true,,,,,true,true,Jose Cuervo Especial Reposado Tequila,,,,
77840736-87f0-408a-9d28-6444feb21cfc,Jägermeister Herbal Liqueur,Arp.,32,,0,,,false,,true,,,,,true,true,Jägermeister Herbal Liqueur,,,,
46866c6f-28dd-468a-86e1-dab477e6ce84,Kah Tequila Reposado,Arp.,77,,0,,,false,,true,,,,,true,true,Kah Tequila Reposado,,,,
7bf3e8fb-c949-4202-b06f-cc9f3b1cec8c,Kingfisher Premium Lager,Arp.,4.45,,0,,,false,,true,,,,,true,true,Kingfisher Premium Lager,,,,
e77bc29e-02e0-4c68-ad97-f5c8bbfceed2,Kinnegar Beer,Arp.,3.85,,0,,,false,,true,,,,,true,true,Kinnegar Beer,,,15,
74ef7fd2-48bb-4a6a-9d49-037fe9597e48,Kopke 10 Year Old Tawny Porto,Arp.,35,,0,,,false,,false,,,,,true,true,Kopke 10 Year Old Tawny Porto,,,,
db442785-7430-450c-a629-b180ee92e8eb,Krug Grande Cuvée,Arp.,310,,0,,,false,,false,,,,,true,true,Krug Grande Cuvée,,,,
f41ddc0c-d9b1-4144-a29d-cc8ef13a13bd,La Chouffe Beer,Arp.,3.99,,0,,,false,,true,,,,,true,true,La Chouffe Beer,,,,
c16ca2a6-7cf5-48bd-843d-e95af117200e,La Marca Prosecco,Arp.,26.95,,0,,,false,,false,,,,,true,true,La Marca Prosecco,,,,
cf1dc773-1479-476c-8cbf-f556f0e6457e,Labastide Dauzac Margaux 2021,Arp.,43.9,,0,,,false,,false,,,,,true,true,Labastide Dauzac Margaux 2021,,,,
675a82d0-2456-4336-8036-3b954f16a838,Lafage Miraflors Blanc,Arp.,14.95,,0,,,false,,false,,,,,true,true,Lafage Miraflors Blanc,,,,
93353929-20f4-466e-9844-de0aeb7afdd7,Lafage Miraflors Red,Arp.,14.95,,0,,,false,,false,,,,,true,true,Lafage Miraflors Red,,,,
753af377-8a0f-488e-bf15-1a3ff673d28b,Lafage Miraflors Rosé,Arp.,14.95,,0,,,false,,false,,,,,true,true,Lafage Miraflors Rosé,,,,
2d0db8e9-6b6e-45f0-b71c-e504be1b0184,Lagar De Besada Albariño,Arp.,19.95,,0,,,false,,false,,,,,true,true,Lagar De Besada Albariño,,,,
e797ea5a-5b4b-4af6-8978-7a2077b89e89,Laurent-Perrier La Cuvée,Arp.,85,,0,,,false,,false,,,,,true,true,Laurent-Perrier La Cuvée,,,,
d430ea00-0c72-46fa-bd88-ccd981630d5f,Laurent-perrier Cuvée Rosé Brut,Arp.,125,,0,,,false,,false,,,,,true,true,Laurent-perrier Cuvée Rosé Brut,,,,
7c5e600c-c33c-42c6-8cae-25d1b64c6eb9,Les Cerisiers Côtes Du Rhône Rosé,Arp.,18,,0,,,false,,false,,,,,true,true,Les Cerisiers Côtes Du Rhône Rosé,,,,
a4be52fd-c641-442e-be18-1cfaa9e509f8,Lolo Albariño,Arp.,21.5,,0,,,false,,false,,,,,true,true,Lolo Albariño,,,,
06d061cb-2d1e-4552-9708-09ee407690c4,Louis Jadot Mâcon-lugny 2023,Arp.,29.95,,0,,,false,,false,,,,,true,true,Louis Jadot Mâcon-lugny 2023,,,,
725550cb-9088-416e-8e61-c4b18dbc30f5,Madrí Excepcional 4-Pack,Arp.,9.95,,0,,,false,,true,,,,,true,true,Madrí Excepcional 4-Pack,,,,
deef0b57-86c3-4b52-8966-f812eb96dfd1,Maker's Mark Kentucky Straight Bourbon Whisky,Arp.,55,,0,,,false,,true,,,,,true,true,Maker's Mark Kentucky Straight Bourbon Whisky,,,,
3a4dc605-bca8-4f18-9034-71b681b4e9db,Margaux De Brane 2019,Arp.,48.5,,0,,,false,,false,,,,,true,true,Margaux De Brane 2019,,,,
a94479ec-e6a3-4e15-90c9-ee47000e2a89,Mars Maltage Cosmo Blended Malt Whisky,Arp.,89,,0,,,false,,true,,,,,true,true,Mars Maltage Cosmo Blended Malt Whisky,,,,
806d1792-8268-4cdc-84ad-790338618198,Martini Extra Dry Vermouth,Arp.,16.95,,0,,,false,,true,,,,,true,true,Martini Extra Dry Vermouth,,,,
4fa3e277-e392-4da5-8181-6b42c5e87e8e,Midleton Very Rare,Arp.,310,,0,,,false,,true,,,,,true,true,Midleton Very Rare,,,,
b7c325b7-41e2-4d9e-a6f1-034394567598,Midleton Very Rare Barry Crockett,Arp.,340,,0,,,false,,true,,,,,true,true,Midleton Very Rare Barry Crockett,,,,
0a705ea5-1e93-4be3-94ef-7b24eb787511,Millage Prosecco Doc Treviso,Arp.,29.99,,0,,,false,,false,,,,,true,true,Millage Prosecco Doc Treviso,,,,
284c2672-97b1-4425-b2f1-e7c86bd8feb7,Minke Irish Gin,Arp.,45,,0,,,false,,true,,,,,true,true,Minke Irish Gin,,,,
5e7be644-0f74-4718-8598-cb8ac8c54fc5,Minke Irish Vodka,Arp.,35,,0,,,false,,true,,,,,true,true,Minke Irish Vodka,,,,
36956e0c-1c0a-47b6-bbdc-086c8b7de5c1,Modelo Especial,Arp.,11.5,,0,,,false,,true,,,,,true,true,Modelo Especial,,,,
44cadbb0-786a-4445-aef1-46cddd21e6c5,Montegrande Prosecco,Arp.,18.95,,0,,,false,,false,,,,,true,true,Montegrande Prosecco,,,,
4c5229ca-de78-49cd-b849-3a783da311e0,Moët and Chandon Grand Vintage Rosé 2016,Arp.,85,,0,,,false,,false,,,,,true,true,Moët and Chandon Grand Vintage Rosé 2016,,,,
add3a275-c79f-49b7-9a1f-a5cfe564a745,Moët and Chandon Impérial Brut,Arp.,69,,0,,,false,,false,,,,,true,true,Moët and Chandon Impérial Brut,,,,
3de92ad6-1b16-444b-9932-cb3a0d0a5812,Moët and Chandon Rosé Impérial,Arp.,85,,0,,,false,,false,,,,,true,true,Moët and Chandon Rosé Impérial,,,,
c1ed76d5-1e71-49e7-84df-2bb8a27d4f09,Ocho Tequila Blanco,Arp.,52,,0,,,false,,true,,,,,true,true,Ocho Tequila Blanco,,,,
900186c4-36c1-4ba0-b840-eba6259811dc,Olmeca Tequila Reposado,Arp.,35.99,,0,,,false,,true,,,,,true,true,Olmeca Tequila Reposado,,,,
6c3e1904-9d33-40a2-9821-c5255dcc77f5,Pasqua Morago Appassite,Arp.,16.99,,0,,,false,,false,,,,,true,true,Pasqua Morago Appassite,,,,
